Country,WHO Region,Population,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficacy,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch,Unnamed: 86
,,,Total,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,,,,,,,PZQ,,Alb,,Mbd,,Ivm+Alb,,Alb,,Mbd,,Alb,,Mbd,,Ivm+Alb,,Ivermectin,Ivermectin,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM,
,,,,,,,,,,,,,,,,,Global Average,52.62%,Global Average,42.35%,Global Average,65.08%,Global Average,55.99%,,,100.00%,62.96%,,,5-14 years,1.92%,6.20%,1.43%,5.48%,2.52%,3.94%,,Single Dose of DEC (6mg/kg),Estimated Efficacy,Single dose of DEC (6mg/kg) + ALB(400mg),Estimated Efficacy,Combination of ALB (400mg) +IVM (400ug/kg),Estimated Efficacy,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,961.48,920.51,0.00,"2,753.48","1,220.43",723.60,"9,280.15","1,343.28","18,701.03",10.56,"5,000.95","1,979.86",
Ireland,EUR,"4,598,294",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Israel,EUR,"8,059,500",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Italy,EUR,"60,233,948",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Jamaica,AMR,"2,851,807",0.00,0,23.78324076,109.2174748,133.0007155,35.7240883,97.6226204,133.3467087,128.0952186,254.6593284,382.75,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,4.94%,7.11%,4.14%,6.63%,21.11%,32.21%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Japan,WPR,"127,445,000",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Jordan,EMR,"8,413,464",0.00,193.1660845,0.764892773,3.879354921,4.644247694,22.024275,58.7144879,80.73876288,104.7347816,243.5134565,348.25,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.01%,3.65%,5.54%,1.07%,1.62%,12.85%,19.26%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Kazakhstan,EUR,"17,035,275",0.00,0,0,0,0,0.1094081,0.10935683,0.22,513.95,929.69,"1,443.64",0,,,,52.62%,15.52%,15.52%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.42%,30.46%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Kenya,AFR,"44,826,849",924.28,65086.18694,28.12039042,128.3713291,156.49,688.00,"1,955.49","2,643.49","2,143.47",568.71,"2,712.18",0,"3,421,741",,0.00%,25.90%,,25.20%,29.37%,29.37%,40.78%,40.78%,No PC required,No PC required,,65.53%,0.06%,17.00%,4.73%,2.83%,4.47%,3.30%,5.43%,3.77%,5.98%,0.00%,51.85%,51.85%,53.70%,53.70%,,29.43%,,93%,,38.16%,,56.76%,,47.18%,82.11%,82.11%,,70.92%,75.80%,75.80%,85.50%,85.50%,,100.00%,,83.90%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,19922.677,,,,,,,,,,
Kiribati,WPR,"108,535",0.00,0,0.068089742,0.726066355,0.794156097,2.36222549,6.52627518,8.88850066,0.632647693,0.154191645,0.79,0,"9,236","7,745",83.86%,83.86%,,62.60%,9.67%,9.67%,12.90%,12.90%,,,,62.96%,0.00%,0.00%,0.00%,3.03%,5.46%,5.21%,7.90%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,,,
Kuwait,EMR,"3,598,385",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Kyrgyzstan,EUR,"5,719,600",0.00,0,0,0,0,0.03709988,0.03546929,0.072569168,214.0924568,455.7292248,669.82,0,,,,52.62%,100.00%,100.00%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.70%,30.80%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Lao People's Democratic Republic,WPR,"6,494,557",228.14,1464.684107,237.6315551,172.0697898,409.7013449,0,0,683.428275,3544.857002,850.9465514,"4,395.80",0,"136,798","93,482",68.34%,68.34%,,62.60%,1.47%,1.47%,1.45%,1.45%,,,,62.96%,0.07%,2.00%,0.36%,0.00%,12.93%,0.00%,7.62%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,33.30%,33.30%,27.90%,27.90%,,65.10%,36.00%,36.00%,17.60%,17.60%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,2143.57,,,,,,,,,,
Latvia,EUR,"2,012,647",0.00,0,0,0,0,0,0,0,0.029386559,0.017695443,0.05,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Lebanon,EMR,"5,276,102",0.00,1.274236213,0,0,0,0.01503593,0.02155278,0.036588706,0.174233398,0.167629261,0.34,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Lesotho,AFR,"2,117,361",0.00,0,149.8808168,804.4282535,954.31,114.64,372.000547,486.644591,81.01854185,91.34269122,172.36,0,,,,25.90%,28.96%,28.96%,,81.15%,,56.68%,,,,65.53%,0.00%,0.00%,0.00%,0.00%,51.56%,0.00%,19.02%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,1,0,1,0101,MDA1,IVM+ALB,,onch+sth,,,,114.490829,,151.3939917,58.94329504,,0,,0,0,
Liberia,AFR,"4,286,291","10,241.55",12562.41132,26.02776956,112.7693807,138.80,505.13,"1,376.13",1881.259353,1691.099893,456.1434703,"2,147.24",47219.87443,"2,938,370","2,445,275",83.22%,83.22%,,25.20%,100.00%,100.00%,76.57%,76.57%,"3,092,730.00","2,646,567.00",85.57%,85.57%,6.54%,33.00%,9.55%,13.12%,20.48%,16.89%,26.97%,11.90%,18.25%,18.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,92.59%,92.59%,1,0,1,1,1011,MDA1/2+T2,DEC +ALB,PZQ,lf+schist+sth,,,3470.643,11.64120239,,,935.274546,,2143.920432,,,,
Libya,EMR,"6,195,970",0.00,7257.782979,0.262537936,1.207612654,1.47015059,0.0189725,0.03915976,0.058132263,7.331456727,6.193066707,13.52,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,15.00%,1.97%,0.40%,0.59%,0.00%,0.00%,0.61%,0.88%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Lithuania,EUR,"2,957,689",0.00,0,0,0,0,0,0,0,0.050490561,0.031916366,0.08,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Luxembourg,EUR,"543,360",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,15.45%,15.45%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Madagascar,AFR,"22,961,146","23,851.61",36195.90865,1246.058926,4433.538746,5679.597671,771.778805,1948.22651,2720.005318,16110.09598,8042.040283,"24,152.14",0,"17,784,306","7,892,186",44.38%,44.38%,,25.20%,44.45%,44.45%,35.53%,35.53%,,,,65.53%,2.61%,14.00%,5.19%,21.23%,33.01%,5.54%,8.88%,22.73%,35.15%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,1,1111,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist+sth,,93.5215212,9999.918,283.5883435,,364.8538593,92.58475078,,3815.385663,,4487.981502,0,
Malawi,AFR,"16,577,147","21,443.87",23525.60883,1.453300181,6.331977888,7.79,268.31,647.08,915.40,"2,228.34",255.30,"2,483.64",4813.478529,"14,989,401","12,443,745",83.02%,83.02%,,25.20%,98.55%,98.55%,92.04%,92.04%,"2,215,041.00","1,777,145.00",80.23%,80.23%,2.92%,13.00%,4.83%,2.89%,4.52%,2.85%,4.57%,2.63%,4.14%,0.40%,,31.23%,,40.00%,,29.43%,,97.40%,,38.16%,,56.76%,,47.18%,92.30%,92.30%,98.20%,98.20%,,90.67%,,93.59%,,100.00%,,83.90%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,7652.638,,,,,,,,,,
Malaysia,WPR,"29,706,724",102.23,0.00,152.95,537.29,690.25,"1,348.37","4,040.47","5,388.84","1,655.97","5,204.91","6,860.88",0,"660,208","604,991",91.64%,91.64%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.01%,0.00%,0.00%,12.95%,14.55%,13.08%,20.64%,0.00%,43.21%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,87.14%,87.14%,58.30%,58.30%,97.40%,97.40%,,93.05%,,100.00%,,78.08%,1,0,0,1,1001,MDA1/2,DEC+ALB,,lf+sth,0.01546624108,,,16.03574088,,,528.9251084,,1418.742331,,,,
Maldives,SEA,"393,000",22.26,0,0,0,0,0.0015178,0.00195984,0.003477636,0.05399729,0.020064291,0.07,0,,,,39.75%,70.40%,70.40%,,40.56%,,44.03%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,,78.57%,,37.22%,,83.00%,,100.00%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Mali,AFR,"16,477,818","34,901.77",20615.4401,0.016632891,0.087278831,0.10,518.28,1507.90918,"2,026.19","2,337.38",298.0855463,"2,635.47",0,"17,309,000","12,207,072",70.52%,70.52%,,25.20%,,81.15%,98.79%,98.79%,"5,081,883.00","4,149,706.00",81.66%,81.66%,4.99%,10.00%,3.26%,0.00%,1.35%,0.00%,8.02%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,97.60%,,38.16%,,56.76%,,47.18%,83.80%,83.80%,37.15%,37.15%,,90.67%,,93.59%,,100.00%,98.00%,98.00%,1,0,1,0,1010,MDA1/2+T2,DEC +ALB,PZQ,lf+schist ,,,6724.252,,,,,,,,,,
Malta,EUR,"423,374",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Marshall Islands,WPR,"52,793",15.89,0,0.040953584,0.334282906,0.37523649,6.73677952,16.5059167,23.24269622,0.84819657,0.370847158,1.22,0,,,,40.36%,9.59%,9.59%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,5.34%,0.00%,23.74%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
Mauritania,AFR,"3,946,170",93.17,6664.086336,0.410312866,2.086970776,2.497283642,24.8812875,77.1987526,102.0800401,76.83053151,14.85578029,91.69,0,,,,25.90%,,25.20%,,81.15%,,56.68%,,,,65.53%,0.02%,20.00%,5.65%,0.00%,3.30%,0.00%,3.00%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,89.20%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,1932.339,,,,,,,,,,
Mauritius,AFR,"1,258,653",0.00,1196.796069,0,0,0,0.00321392,0.00569026,0.008904178,0.302032834,0.120749518,0.42,0,,,,25.90%,,25.20%,,81.15%,,56.68%,,,,65.53%,0.00%,7.00%,0.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Mexico,AMR,"122,535,969",0.00,0,992.5532542,5254.929123,6247.482377,6.80061612,15.763655,22.56,"1,632.26","3,373.41","5,005.67",5.26E-47,,,,22.88%,,39.44%,100.00%,100.00%,100.00%,100.00%,No PC required,No PC required,,34.90%,0.00%,0.00%,0.00%,0.00%,17.42%,0.00%,0.01%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Micronesia (Federated States of),WPR,"103,702",53.14,0,,,0.402288897,0,0,9.283312183,5.608055685,15.5241526,21.13,0,"11,241",,0.00%,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.96%,0.00%,0.00%,0.00%,9.65%,0.00%,8.93%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0.1841097745,,,,,,,,,,,,
Monaco,EUR,"37,971",0.00,0,,,0,0,0,0,,,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,,,
Mongolia,WPR,"2,869,107",0.00,0,0,0,0,0.02503878,0.02093868,0.045977455,0,0,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Montenegro,EUR,"621,207",0.00,0,0,0,0,0,0,0,0.067459293,0.040754321,0.11,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Montserrat,AMR,"4,959",0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Morocco,EMR,"33,824,769",0.00,2969.813972,9.338670454,54.97428844,64.31295889,0.1293746,0.20744678,0.336821385,115.3106796,284.8388102,400.15,0,,,,47.14%,28.09%,28.09%,,92.16%,,52.10%,,,,31.22%,0.00%,1.00%,0.10%,0.00%,7.55%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,1,1,0,0,1100,MDA1,IVM+ALB,,lf+onch,,0,,,,,,,,,,0,
Mozambique,AFR,"26,434,372","41,955.20","22,857.61","1,616.53","7,191.21","8,807.73","2,408.28","6,438.76","8,847.05","12,728.00","2,318.15","15,046.15",0,"17,726,780","11,467,739",64.69%,64.69%,,25.20%,99.06%,99.06%,69.18%,69.18%,"64,868.00",No data,,65.53%,4.27%,5.00%,1.54%,20.92%,32.97%,11.63%,18.80%,8.26%,13.05%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,0,1,1,1011,MDA1/2+T2,DEC +ALB,PZQ,lf+schist+sth,,,6314.919,1055.970574,,,2589.316839,,9779.449937,,,,
Myanmar,SEA,"51,448,196","57,462.83",0.00,"2,481.06",72.10,"2,553.17",380.19,109.98,490.17,"4,141.84",815.09,"4,956.92",0,"39,527,180","29,314,897",74.16%,74.16%,,73.67%,62.19%,62.19%,58.07%,58.07%,,,,62.96%,1.75%,0.00%,0.00%,0.00%,7.04%,0.00%,0.40%,0.00%,0.00%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,,78.57%,,37.22%,,83.00%,,100.00%,,100.00%,,78.08%,1,1,0,0,1100,MDA1,IVM+ALB,,lf+onch,,116.5077918,,,,,,,,,,0,
Namibia,AFR,"2,316,520",0.00,1658.962153,1.093075319,4.940181297,6.03,119.82,362.886389,482.7021576,10.92009019,3.131349806,14.05,0,,,,25.90%,,25.20%,89.57%,89.57%,,56.68%,,,,65.53%,0.00%,10.00%,1.74%,0.00%,5.89%,0.00%,17.06%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,458.325,,,,,,,,,,
Nauru,WPR,"10,821",0.00,0,,,0,0,0,0,,,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Nepal,SEA,"27,985,310","23,589.68",0,256.3847076,1286.794325,1543.179032,2780.73141,8252.10751,11032.83892,1151.537838,1313.821754,"2,465.36",0,"21,852,201","16,116,207",73.75%,73.75%,,73.67%,45.35%,45.35%,60.46%,60.46%,,,,62.96%,1.36%,0.00%,0.00%,11.36%,17.84%,17.41%,27.88%,12.45%,19.70%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,27.73%,27.73%,,37.87%,,59.76%,,78.57%,,37.22%,,83.00%,,100.00%,,100.00%,,78.08%,1,0,0,1,1001,MDA1/2,DEC+ALB,,lf+sth,242.1116992,,,50.43037909,,,2349.461442,,347.2486129,,,,
Netherlands,EUR,"16,804,432",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
New Caledonia,WPR,"263,000",0.00,0,,,0,0,0,0,,,0.00,0,"12,378",,0.00%,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,,,
New Zealand,WPR,"4,442,100",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Nicaragua,AMR,"5,945,747",0.00,0,26.77112955,0.53695556,27.30808511,3.87242388,2.28988677,6.162310653,121.3684863,25.78254564,147.15,0,,,,22.88%,42.38%,42.38%,100.00%,100.00%,100.00%,100.00%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,2.71%,0.00%,0.05%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0,
