Country,WHO Region,Population,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficacy,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch,Unnamed: 86
,,,Total,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,,,,,,,PZQ,,Alb,,Mbd,,Ivm+Alb,,Alb,,Mbd,,Alb,,Mbd,,Ivm+Alb,,Ivermectin,Ivermectin,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM,
,,,,,,,,,,,,,,,,,Global Average,52.62%,Global Average,42.35%,Global Average,65.08%,Global Average,55.99%,,,100.00%,62.96%,,,5-14 years,1.92%,6.20%,1.43%,5.48%,2.52%,3.94%,,Single Dose of DEC (6mg/kg),Estimated Efficacy,Single dose of DEC (6mg/kg) + ALB(400mg),Estimated Efficacy,Combination of ALB (400mg) +IVM (400ug/kg),Estimated Efficacy,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,961.48,920.51,0.00,"2,753.48","1,220.43",723.60,"9,280.15","1,343.28","18,701.03",10.56,"5,000.95","1,979.86",
Argentina,AMR,"42,539,925",0.00,0,0.202174444,1.220094556,1.42,197.18,537.70,734.8771957,74.87347057,117.7778702,192.65,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,1.95%,2.62%,2.68%,3.63%,6.29%,8.44%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Armenia,EUR,"2,893,509",0.00,0,0,0,0,0.03627629,0.03863539,0.074911676,0.762249171,0.251265142,1.01,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.10%,0.15%,0.00%,0.00%,0.50%,0.76%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Aruba,AMR,"103,187",0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Australia,WPR,"23,117,353",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,87.00%,87.00%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Austria,EUR,"8,479,375",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Azerbaijan,EUR,"9,416,801",0.00,0,0,0,0,0.05234929,0.04082994,0.093179229,13.78168837,6.618209188,20.40,0,,,,52.62%,,34.68%,,100.00%,100.00%,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.04%,0.07%,0.00%,0.00%,2.13%,3.33%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Bahamas,AMR,"377,240",0.00,0,0,0,0,0,0,0.003578709,0.106561842,0.027008383,0.13,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Bahrain,EMR,"1,315,411",0.00,0,0,0,0,0.00462673,0.00507583,0.009702557,0,0,0.00,0,,,,47.14%,,59.49%,,92.16%,,52.10%,,,,31.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,79.35%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,93.08%,,50.13%,,95.50%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Bangladesh,SEA,"157,571,292","23,375.96",0.00,"1,613.65","8,475.33","10,088.99","7,446.64","26,644.15","34,090.78","15,221.32","34,360.67","49,581.99",0,"49,660,000","7,133,685",14.37%,14.37%,,73.67%,3.56%,3.56%,4.74%,4.74%,,,,62.96%,0.24%,0.00%,0.00%,14.17%,21.80%,12.49%,19.90%,26.53%,40.82%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,,78.57%,,37.22%,,83.00%,,100.00%,,100.00%,,78.08%,1,0,0,1,1001,MDA1/2,DEC+ALB,,lf+sth,5.129524826,,,46.55236651,,,231.8590077,,697.3646525,,,,0.0
Barbados,AMR,"282,509",0.00,0,0,0,0,0.00084422,0.00125609,0.00210031,0,0,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Belarus,EUR,"9,465,997",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Belgium,EUR,"11,182,817",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Belize,AMR,"344,181",0.00,0,0.070305862,0.000655774,0.070961636,4.57464448,0.64860964,5.223254125,7.434160341,2.36435244,9.80,0,,,,22.88%,,39.44%,100.00%,100.00%,100.00%,100.00%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0.90%,0.00%,0.37%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Benin,AFR,"10,004,451","6,871.90",37324.87617,0.083377965,0.396539783,0.479917747,200.529791,501.672195,702.2019858,2423.10383,427.8599,"2,850.96",452.3884753,"3,747,913","1,155,182",30.82%,30.82%,5.14%,5.14%,,81.15%,13.33%,13.33%,"3,427,756.00","2,764,755.00",80.66%,80.66%,1.17%,39.00%,9.70%,1.76%,2.83%,3.48%,5.64%,6.52%,10.23%,0.05%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,8.021052141,1724.114,,,,,,,,,0.01578545295,0.0
Bermuda,AMR,"65,001",0.00,0,0,0,0,0.000226,0.00060754,0.000833543,0,0,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Bhutan,SEA,"764,961",0.00,0,0.046109145,0.228496157,0.274605302,2.73511902,5.64033906,8.375458077,35.23591142,13.53629245,48.77,0,,,,39.75%,,73.67%,,40.56%,,44.03%,,,,62.96%,0.00%,0.00%,0.00%,3.30%,5.37%,0.69%,1.13%,7.25%,11.66%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,59.76%,,78.57%,,37.22%,,83.00%,,100.00%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Bolivia,AMR,"10,400,264",0.00,0,5.835921761,28.6528666,34.49,430.30,"1,320.64",1750.938946,366.1473375,124.7365411,490.88,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,4.64%,7.15%,8.43%,12.94%,4.73%,7.09%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,33.30%,33.30%,60.00%,60.00%,,79.60%,81.80%,81.80%,17.20%,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
"Bonaire, Saint Eustatius and Saba",AMR,,0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Bosnia and Herzegovina,EUR,"3,604,999",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Botswana,AFR,"2,128,507",0.00,3170.690186,18.736319,77.39440535,96.13072435,133.000905,345.38,478.3781906,9.053875072,8.688999181,17.74,0,,,,25.90%,,25.20%,100.00%,100.00%,,56.68%,,,,65.53%,0.00%,18.00%,4.69%,14.73%,22.80%,12.39%,19.88%,4.88%,7.68%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,875.973,,,,,,,,,0,0.0
Brazil,AMR,"202,408,632",38.30,108688.2626,331.7523021,2132.760805,"2,464.51","1,804.35","5,860.75",7665.101318,2042.777968,4667.517048,"6,710.30",37.93260135,"311,451","85,709",27.52%,27.52%,,39.44%,,54.25%,33.20%,33.20%,"13,982.00","9,760.00",69.80%,69.80%,0.00%,6.00%,0.11%,4.49%,6.79%,3.42%,5.20%,8.24%,12.61%,0.00%,42.60%,42.60%,57.90%,57.90%,,75.75%,,91.70%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,61580.058,,,,,,,,,0,0.0
British Virgin Islands,AMR,"29,056",0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Brunei Darussalam,WPR,"405,716",0.00,0,,,0,0,0,0,0.15108681,0.070186785,0.22,0,"15,000",,0.00%,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0,,,,,,,,,,,,0.0
Bulgaria,EUR,"7,265,115",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,52.62%,,34.68%,,100.00%,,100.00%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,35.74%,,51.37%,,37.15%,,90.6%,,39.33%,,50.18%,,59.76%,,78.96%,,50.13%,,92.16%,,92.96%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Burkina Faso,AFR,"17,072,723","19,178.41",16487.16853,0.038396626,0.184272654,0.22,376.52,984.62,"1,361.14","5,989.97",546.602032,"6,536.57",0,"13,113,401","9,368,472",71.44%,71.44%,96.40%,96.40%,,81.15%,71.75%,71.75%,"224,342.00","187,732.00",83.68%,83.68%,1.87%,4.00%,2.23%,1.19%,1.92%,3.71%,6.04%,1.15%,1.80%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,95.48467079,79410.836,,,,,,,,,0,0.0
Burundi,AFR,"9,600,186",0.00,16118.16906,37.11419238,137.0133442,174.13,"1,119.10","2,574.57","3,693.67","2,853.95",603.30,"3,457.26",11736.65714,,,,25.90%,,25.20%,76.23%,76.23%,100.00%,100.00%,"1,526,788.00","1,245,115.00",81.55%,81.55%,0.00%,13.00%,4.43%,8.45%,13.17%,14.55%,23.21%,8.92%,13.96%,1.59%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,4453.0,,,,,,,,,13.48002839,0.0
Cambodia,WPR,"15,022,692",830.38,7697.903449,0,0,0,24.5873956,43.0504921,67.63788769,175.9754194,59.46605417,235.44,0,,,,40.36%,100.00%,100.00%,97.65%,97.65%,88.07%,88.07%,,,,62.96%,0.05%,4.00%,0.66%,0.00%,0.01%,0.44%,0.69%,0.58%,0.94%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,143241.38,,,,,,,,,0,0.0
Cameroon,AFR,"21,655,715","26,638.81",40124.59719,332.4650662,"1,359.49","1,691.95","1,021.10","2,760.17","3,781.27","18,706.66","6,370.14","25,076.80",82414.12962,"17,091,469","9,338,427",54.64%,54.64%,10.04%,10.04%,100.00%,100.00%,68.21%,68.21%,"8,753,217.00","6,176,064.00",70.56%,70.56%,2.61%,18.00%,5.76%,12.55%,19.17%,7.59%,11.98%,19.99%,29.99%,4.61%,,31.23%,,40.00%,,29.43%,,97.88,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,100.00%,100.00%,,93.59%,,100.00%,,83.90%,1,1,1,1,1111,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist+sth,,133.2281981,4368.867,117.4625336,,160.9045258,712.7277619,,,,,183.7629771,0.0
Canada,AMR,"35,155,451",0.00,0,0,0,0,0,0,0,0,0,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Cape Verde,AFR,"520,106",0.00,0,0.000616175,0.001230108,0.001846283,0.42555877,0.45093753,0.876496301,0.379063435,0.068071801,0.45,0,,,,25.90%,,25.20%,,81.15%,,56.68%,,,,65.53%,0.00%,0.00%,0.00%,0.71%,0.93%,0.13%,0.13%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Cayman Islands,AMR,"58,371",0.00,0,,,0,0,0,0,,,0.00,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,0.0
Central African Republic,AFR,"4,499,653","9,792.48",4207.723756,7.443187097,32.6597901,40.10,611.74,"1,685.16","2,296.90","5,416.55",749.8807342,"6,166.43",22333.46105,"3,300,000",,0.00%,25.90%,7.83%,7.83%,96.94%,96.94%,,56.68%,"2,107,828.00",No data,,65.53%,8.30%,7.00%,1.47%,0.00%,10.13%,0.00%,28.90%,0.00%,0.00%,6.78%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,67.05853002,303.418,,,,,,,,,61.65065129,
Chad,AFR,"13,133,589","13,639.77",28653.82246,0.039411622,0.200511256,0.24,"1,272.81","3,416.87","4,689.68","5,423.36",558.2591097,"5,981.62",12650.0865,"7,270,000",,0.00%,25.90%,,25.20%,100.00%,100.00%,,56.68%,"2,514,704.00","300,245.00",11.94%,11.94%,2.41%,24.00%,6.46%,1.13%,1.80%,11.48%,18.62%,1.18%,1.88%,1.46%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,27.12110207,7916.251,,,,,,,,,0.6853954613,
Chile,AMR,"17,462,982",0.00,0,1.621535969,9.815390757,11.43692673,0.08108343,0.04266926,0.12,81.10,233.4293158,314.53,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,4.50%,6.13%,0.00%,0.00%,11.03%,14.94%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
China,WPR,"1,357,380,000",0.00,"34,174.36",239.74,"1,675.68","1,915.42","7,854.58","23,010.45","30,865.03","2,390.29","5,024.17","7,414.47",0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.01%,4.18%,6.51%,2.74%,4.37%,5.93%,9.49%,0.00%,,38.00%,,65.70%,,37.15%,,96.1%,42.35%,42.35%,55.20%,55.20%,,65.10%,75.08%,75.08%,44.75%,44.75%,96.45%,96.45%,93.05%,93.05%,,100.00%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,51601.642,,,,,,,,,0,
"China, Hong Kong SAR",WPR,"7,187,500",0.00,0,,,0,0,0,0,,,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
"China, Macao SAR",WPR,"575,841",0.00,0,,,0,0,0,0,,,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Colombia,AMR,"47,342,981",0.00,0.00,282.69,"1,515.16","1,797.85",913.01,"4,272.67","5,185.68","1,708.26","4,222.73","5,930.99",0,,,,22.88%,,39.44%,1.62%,1.62%,0.53%,0.53%,No PC required,No PC required,,34.90%,0.00%,0.00%,0.00%,16.26%,24.18%,7.41%,11.25%,22.54%,33.02%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,1,0001,T3,ALB or MBD,,sth only,,,,1.063292051,1.619961533,,3.189605406,0.6275220243,13.57781793,10.56347699,,,
Comoros,AFR,"741,500","1,104.53",0,29.80400302,141.8427861,171.6467891,51.9661943,160.483525,212.4497198,71.88549963,63.18504205,135.07,0,"514,110",,0.00%,25.90%,,25.20%,100.00%,100.00%,,56.68%,,,,65.53%,3.31%,0.00%,0.00%,25.94%,39.35%,12.10%,19.03%,16.93%,26.30%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,0,0,1,1001,MDA1/2,DEC+ALB,,lf+sth,4.22475621,,,20.17899865,,,50.87502654,,135.794741,,,,
Congo,AFR,"4,751,393","5,072.92",9736.932253,145.282585,568.68,713.96,363.83,918.93,"1,282.76","1,106.06",930.94,"2,037.00",1682.842112,"2,600,000","103,724",3.99%,3.99%,,25.20%,100.00%,100.00%,2.73%,2.73%,"1,427,670.00","688,131.00",48.20%,48.20%,3.11%,25.00%,4.59%,0.00%,34.02%,0.00%,19.90%,0.00%,0.00%,0.53%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,1.874400338,2690.042,,,,,,,,,0.2018743717,
Cook Islands,WPR,"18,600",0.00,0,,,0,0,0,0,,,0.00,0,,,,40.36%,,62.60%,,38.08%,,39.71%,,,,62.96%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Costa Rica,AMR,"4,706,401",0.00,0,3.099290765,20.20557795,23.30486871,56.2940142,259.72,316.0112332,54.41997387,123.9833995,178.40,0,,,,22.88%,,39.44%,,54.25%,,65.07%,,,,34.90%,0.00%,0.00%,0.00%,8.67%,12.95%,5.82%,8.68%,15.06%,21.89%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,,
Cote d'Ivoire,AFR,"21,966,312","31,338.80",74900.14605,58.40608574,267.5979099,326.0039956,0,0,6528.544816,8482.268285,1902.670277,"10,384.94",0,"17,443,064","1,500,714",8.60%,8.60%,,25.20%,,81.15%,8.77%,8.77%,"2,285,120.00","1,001,818.00",43.84%,43.84%,3.07%,37.00%,15.26%,0.00%,12.71%,0.00%,19.07%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,56.76%,,47.18%,,80.18%,,70.92%,,90.67%,,93.59%,,100.00%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,24.99442068,20692.818,,,,,,,,,0,
