Country,Population,DALY,Year,strain,avail_drug_list,avail_drug_col_list,drug_mapping,strain_prevalence,strain_pct,strain_treat_covg_pct,AZM,Impact_AZM,Total_impact
Austria,8633169.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Azerbaijan,9649341.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Bahamas,386838.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Bahrain,1371855.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Bangladesh,161200886.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Barbados,284217.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Belarus,9489616.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Belgium,11274196.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Belize,359288.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Benin,10575952.0,362.4866353,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1112343.0,1,0.9745,0.8583,1853.255598,1853.255598
Bermuda,65235.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Bhutan,787386.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Bolivia,10724705.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
"Bonaire, Saint Eustatius and Saba",,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Bosnia and Herzegovina,3535961.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Botswana,2209197.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Brazil,205962108.0,107.9,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},4943337.0,1,0.006500000000000001,0.7895,0.5569239435,0.5569239435
British Virgin Islands,30113.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Brunei Darussalam,417542.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Bulgaria,7177991.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Burkina Faso,18110624.0,717.0720672,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,351.9808347,351.9808347
Burundi,10199270.0,57.94326221,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1861943.0,1,0.3836,0.8583,28.44193594,28.44193594
Cambodia,15517635.0,65.24467998,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3122,0.7895,0.0,0.0
Cameroon,22834522.0,220.0182155,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,107.9977853,107.9977853
Canada,35848610.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Cape Verde,532913.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Cayman Islands,59963.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Central African Republic,4546100.0,168.2054383,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},2590015.0,1,0.318,0.8583,63.16099268,63.16099268
Chad,14009413.0,761.8907174,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},4853178.0,1,0.9173,0.8583,2820.439147,2820.439147
Chile,17762681.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
China,1371220000.0,11424.65,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3122,0.7895,0.0,0.0
"China, Hong Kong SAR",7305700.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
"China, Macao SAR",600942.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Colombia,48228697.0,134.030948,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},153567.0,1,0.1539,0.7895,18.53442543,18.53442543
Comoros,777424.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Congo,4995648.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Cook Islands,18800.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Costa Rica,4807852.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Cote d'Ivoire,23108472.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,0.0,0.0
Croatia,4203604.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Cuba,11461432.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Curacao,157979.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Cyprus,1160985.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Czech Republic,10546059.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Democratic People's Republic of Korea,25243917.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Democratic Republic of the Congo,76196619.0,766.44,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},7096441.0,1,0.1447,0.8583,108.7147784,108.7147784
Denmark,5683483.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Djibouti,927414.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Dominica,73162.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Dominican Republic,10528394.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.0412,0.7895,0.0,0.0
Ecuador,16144368.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Egypt,93778172.0,916.9436126,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1736759.0,1,0.1157,0.47,52.71427604,52.71427604
El Salvador,6312478.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Equatorial Guinea,1175389.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Eritrea,,77.09296517,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1076700.0,1,0.691,0.8583,112.3692436,112.3692436
Estonia,1315407.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Ethiopia,99873033.0,36605.84,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},69802693.0,1,0.7145,0.8583,58041.96932,58041.96932
Fiji,892149.0,6.007346031,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},911449.0,1,0.3122,0.7895,1.965426275,1.965426275
Finland,5479531.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
France,66624068.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
French Polynesia,277690.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Gabon,1930175.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Gambia,1977590.0,52.66314055,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.83,0.0,0.0
Georgia,3717100.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Germany,81686611.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Ghana,27582821.0,187.787537,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,0.0,0.0
Greece,10820883.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Greenland,56114.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Grenada,106823.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Guam,161797.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Guatemala,16252429.0,68.37956664,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},116582.0,1,0.0045000000000000005,0.7895,0.2421270796,0.2421270796
Guinea,12091533.0,428.5106571,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3531049.0,1,0.9146,0.953,2908.615389,2908.615389
Guinea-Bissau,1770526.0,25.17973467,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},407686.0,1,0.8532,0.8583,68.90313754,68.90313754
Guyana,768514.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Haiti,10711061.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Honduras,8960829.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Hungary,9843028.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Iceland,330815.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
India,1309053980.0,56368.81,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.4475,0.7895,30800.19565,30800.19565
Indonesia,258162113.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Iran,79360487.0,327.7731932,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Iraq,36115649.0,266.0882761,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Ireland,4676835.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Israel,8380100.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Italy,60730582.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Jamaica,2871934.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Japan,127141000.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Jordan,9159302.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Kazakhstan,17544126.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Kenya,47236259.0,362.9517374,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3325855.0,1,0.1191,0.8583,41.31144301,41.31144301
Kiribati,112407.0,2.301148473,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},120007.0,1,0.7283,0.7895,3.113700703,3.113700703
Kuwait,3935794.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Kyrgyzstan,5956900.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Lao People's Democratic Republic,6663967.0,71.9850089,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3122,0.7895,0.0,0.0
Latvia,1977527.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Lebanon,5851479.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Lesotho,2174645.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Liberia,4499621.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Libya,6234955.0,29.06610967,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Lithuania,2904910.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Luxembourg,569604.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Madagascar,24234088.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Malawi,17573607.0,56.28545784,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1357904.0,1,0.8957999999999999,0.8583,187.2275939,187.2275939
Malaysia,30723155.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Maldives,409163.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Mali,17467905.0,799.3770913,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},63394900.0,1,0.3836,0.8583,392.3809457,392.3809457
Malta,431874.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Marshall Islands,52994.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Mauritania,4182341.0,44.25080889,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},337405.0,1,0.3836,0.8583,21.72088046,21.72088046
Mauritius,1262605.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Mexico,125890949.0,623.7511851,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.0412,0.7895,0.0,0.0
Micronesia (Federated States of),104433.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Monaco,38307.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Mongolia,2976877.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Montenegro,622159.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Montserrat,5012.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Morocco,34803322.0,499.2827438,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Mozambique,28010691.0,142.87,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},4395204.0,1,0.3836,0.8583,70.12916849,70.12916849
Myanmar,52403669.0,2014.85,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.4475,0.7895,0.0,0.0
Namibia,2425561.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Nauru,12475.0,0.025915747,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.008478867343,0.008478867343
Nepal,28656282.0,297.31,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.4475,0.7895,0.0,0.0
Netherlands,16939923.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
New Caledonia,273000.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
New Zealand,4595700.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Nicaragua,6082035.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Niger,19896965.0,4473.67788,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},7846331.0,1,0.2742,0.8583,1376.842328,1376.842328
Nigeria,181181744.0,17252.99418,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},19868226.0,1,0.3037,0.8583,6084.111989,6084.111989
Niue,,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Northern Mariana Islands,54816.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Norway,5188607.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Oman,4199810.0,349.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Pakistan,189380513.0,30036.10323,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3177676.0,1,0.4567,0.953,23144.03423,23144.03423
Palau,21288.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Panama,3969249.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Papua New Guinea,7919825.0,447.219835,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1158540.0,1,0.3122,0.7895,146.3171274,146.3171274
Paraguay,6639119.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Peru,31376671.0,10.88041409,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},146950.0,1,0.0412,0.7895,0.3659235623,0.3659235623
Philippines,101716359.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Poland,37986412.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Portugal,10358076.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Puerto Rico,3473181.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Qatar,2481539.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Republic of Korea,51014947.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Republic of Moldova,3554108.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Romania,19815481.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Russia,144096870.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Rwanda,11629553.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Saint Kitts and Nevis,54288.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Saint Lucia,177206.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Saint Vincent and the Grenadines,109455.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Samoa,193759.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
San Marino,32960.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Sao Tome and Principe,195553.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Saudi Arabia,31557144.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.633,0.0,0.0
Senegal,14976994.0,135.7387262,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},152175200.0,1,0.006999999999999999,0.8583,0.8156221,0.8156221
Serbia,7095383.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Seychelles,93419.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Sierra Leone,7237025.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Singapore,5535002.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Sint Maarten (Dutch part),38824.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Slovakia,5423801.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Slovenia,2063531.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Solomon Islands,587482.0,12.79984161,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},530022.0,1,0.3122,0.7895,4.187730303,4.187730303
Somalia,13908129.0,4787.664353,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
South Africa,55011976.68,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
South Sudan,11882136.0,1822.195582,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},203740300.0,1,0.0005,0.8583,0.8003930603,0.8003930603
Spain,46447697.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Sri Lanka,20966000.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Sudan,38647803.0,419.4100831,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},406762000.0,1,0.006,0.6853,1.733651054,1.733651054
Suriname,553208.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Swaziland,1319011.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Sweden,9799186.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Switzerland,8282396.0,0.0,2013,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
