Country,Population,DALY,Year,strain,avail_drug_list,avail_drug_col_list,drug_mapping,strain_prevalence,strain_pct,strain_treat_covg_pct,AZM,Impact_AZM,Total_impact
Chile,17762681.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
China,1371220000.0,19339.27,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3122,0.7895,0.0,0.0
"China, Hong Kong SAR",7305700.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
"China, Macao SAR",600942.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Colombia,48228697.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},153567.0,1,0.1539,0.7895,0.0,0.0
Comoros,777424.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Congo,4995648.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Cook Islands,18800.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Costa Rica,4807852.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Cote d'Ivoire,23108472.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,0.0,0.0
Croatia,4203604.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Cuba,11461432.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Curacao,157979.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Cyprus,1160985.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Czech Republic,10546059.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Democratic People's Republic of Korea,25243917.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Democratic Republic of the Congo,76196619.0,2187.82,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},7096441.0,1,0.1447,0.8583,310.330118,310.330118
Denmark,5683483.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Djibouti,927414.0,129.739797,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Dominica,73162.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Dominican Republic,10528394.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.0412,0.7895,0.0,0.0
Ecuador,16144368.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Egypt,93778172.0,3849.669,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1736759.0,1,0.1157,0.47,221.3140607,221.3140607
El Salvador,6312478.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Equatorial Guinea,1175389.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Eritrea,,796.653021,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1076700.0,1,0.691,0.8583,1161.186331,1161.186331
Estonia,1315407.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Ethiopia,99873033.0,15672.32,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},69802693.0,1,0.7145,0.8583,24849.92009,24849.92009
Fiji,892149.0,79.0940409,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},911449.0,1,0.3122,0.7895,25.8772352,25.8772352
Finland,5479531.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
France,66624068.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
French Polynesia,277690.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Gabon,1930175.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Gambia,1977590.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.83,0.0,0.0
Georgia,3717100.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Germany,81686611.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Ghana,27582821.0,926.257524,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3836,0.8583,0.0,0.0
Greece,10820883.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Greenland,56114.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Grenada,106823.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Guam,161797.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Guatemala,16252429.0,872.968053,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},116582.0,1,0.0045000000000000005,0.7895,3.091116479,3.091116479
Guinea,12091533.0,1149.73868,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3531049.0,1,0.9146,0.953,7804.117734,7804.117734
Guinea-Bissau,1770526.0,179.842864,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},407686.0,1,0.8532,0.8583,492.1313809,492.1313809
Guyana,768514.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Haiti,10711061.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Honduras,8960829.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Hungary,9843028.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Iceland,330815.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
India,1309053980.0,160954.35,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.4475,0.7895,87946.24675,87946.24675
Indonesia,258162113.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Iran,79360487.0,1999.65154,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Iraq,36115649.0,3368.19197,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Ireland,4676835.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Israel,8380100.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Italy,60730582.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Jamaica,2871934.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Japan,127141000.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Jordan,9159302.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Kazakhstan,17544126.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Kenya,47236259.0,1007.71665,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3325855.0,1,0.1191,0.8583,114.6990761,114.6990761
Kiribati,112407.0,10.3284451,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},120007.0,1,0.7283,0.7895,13.97549404,13.97549404
Kuwait,3935794.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Kyrgyzstan,5956900.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Lao People's Democratic Republic,6663967.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3122,0.7895,0.0,0.0
Latvia,1977527.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Lebanon,5851479.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Lesotho,2174645.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Liberia,4499621.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Libya,6234955.0,389.842546,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Lithuania,2904910.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Luxembourg,569604.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Madagascar,24234088.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Malawi,17573607.0,819.308179,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1357904.0,1,0.8957999999999999,0.8583,2725.341588,2725.341588
Malaysia,30723155.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Maldives,409163.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Mali,17467905.0,2401.50386,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},63394900.0,1,0.3836,0.8583,1178.798299,1178.798299
Malta,431874.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Marshall Islands,52994.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Mauritania,4182341.0,577.118266,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},337405.0,1,0.3836,0.8583,283.2833383,283.2833383
Mauritius,1262605.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Mexico,125890949.0,3048.91021,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.0412,0.7895,0.0,0.0
Micronesia (Federated States of),104433.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Monaco,38307.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Mongolia,2976877.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Montenegro,622159.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Montserrat,5012.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Morocco,34803322.0,649.337365,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Mozambique,28010691.0,1846.27,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},4395204.0,1,0.3836,0.8583,906.2587347,906.2587347
Myanmar,52403669.0,4847.17,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.4475,0.7895,0.0,0.0
Namibia,2425561.0,222.198795,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Nauru,12475.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Nepal,28656282.0,2492.37,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.4475,0.7895,0.0,0.0
Netherlands,16939923.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
New Caledonia,273000.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
New Zealand,4595700.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Nicaragua,6082035.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Niger,19896965.0,2735.49576,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},7846331.0,1,0.2742,0.8583,841.8903756,841.8903756
Nigeria,181181744.0,12179.4841,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},19868226.0,1,0.3037,0.8583,4294.984654,4294.984654
Niue,,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Northern Mariana Islands,54816.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Norway,5188607.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Oman,4199810.0,370.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Pakistan,189380513.0,13431.5569,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3177676.0,1,0.4567,0.953,10349.55867,10349.55867
Palau,21288.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Panama,3969249.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Papua New Guinea,7919825.0,1788.89839,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1158540.0,1,0.3122,0.7895,585.274742,585.274742
Paraguay,6639119.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Peru,31376671.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},146950.0,1,0.0412,0.7895,0.0,0.0
Philippines,101716359.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Poland,37986412.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Portugal,10358076.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Puerto Rico,3473181.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Qatar,2481539.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Republic of Korea,51014947.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Republic of Moldova,3554108.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Romania,19815481.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Russia,144096870.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Rwanda,11629553.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Saint Kitts and Nevis,54288.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Saint Lucia,177206.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Saint Vincent and the Grenadines,109455.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Samoa,193759.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
San Marino,32960.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Sao Tome and Principe,195553.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Saudi Arabia,31557144.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.633,0.0,0.0
Senegal,14976994.0,1608.18339,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},152175200.0,1,0.006999999999999999,0.8583,9.663195983,9.663195983
Serbia,7095383.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Seychelles,93419.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Sierra Leone,7237025.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Singapore,5535002.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Sint Maarten (Dutch part),38824.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Slovakia,5423801.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Slovenia,2063531.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Solomon Islands,587482.0,43.2635044,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},530022.0,1,0.3122,0.7895,14.15454143,14.15454143
Somalia,13908129.0,1629.89143,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
South Africa,55011976.68,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
South Sudan,11882136.0,545.847008,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},203740300.0,1,0.0005,0.8583,0.2397613964,0.2397613964
Spain,46447697.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Sri Lanka,20966000.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Sudan,38647803.0,2298.04567,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},406762000.0,1,0.006,0.6853,9.499078485,9.499078485
Suriname,553208.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Swaziland,1319011.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Sweden,9799186.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Switzerland,8282396.0,0.0,2017,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
