Country,Population,DALY,Year,strain,avail_drug_list,avail_drug_col_list,drug_mapping,strain_prevalence,strain_pct,strain_treat_covg_pct,DEC_ALB,IVM_ALB,PZQ,ALB,MBD,IVM,Impact_DEC_ALB,Impact_IVM_ALB,Impact_PZQ,Impact_ALB,Impact_MBD,Impact_IVM,Total_impact
Algeria,38338562,143.26,2013,Roundworm,[],[],{},0.0506,1,0.5668,0.4,0.9999,0.874,0.9067,0.9359,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,38338562,0,2013,Onch,[],[],{},0.0,1,0.6553,0.4,0.2943,0.874,0.3816,0.5676,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,55307,133.03,2013,LF,[],[],{},0.0421,1,0.4036,0.657,0.3715,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,55307,0,2013,Schist,[],[],{},0.0,1,0.626,0.657,0.3715,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,55307,0,2013,Whipworm,[],[],{},0.0,1,0.3971,0.657,0.651,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,55307,0,2013,Hookworm,[],[],{},0.0,1,0.3971,0.657,0.3715,0.949,0.6882,0.4605,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,55307,0.00,2013,Roundworm,[],[],{},0.0,1,0.3971,0.657,0.9999,0.949,0.9693,0.9305,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Samoa,55307,0,2013,Onch,[],[],{},0.0,1,0.6296,0.657,0.3715,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,80788,0.00,2013,LF,[],[],{},0.0,1,0.5262,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,80788,0,2013,Schist,[],[],{},0.0,1,0.3468,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,80788,0,2013,Whipworm,[],[],{},0.0,1,1.0,0.5137,0.5976,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,80788,0,2013,Hookworm,[],[],{},0.0,1,1.0,0.5137,0.3715,0.906,0.7896,0.5013,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,80788,0.00,2013,Roundworm,[],[],{},0.0,1,1.0,0.5137,0.9999,0.906,0.9216,0.9296,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andorra,80788,0,2013,Onch,[],[],{},0.0,1,0.6296,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,25998340,"24,122.74",2013,LF,['IVM+ALB'],['IVM_ALB'],{'IVM_ALB': 'IVM + ALB'},0.0305,1,0.259,0.4,0.2943,0.874,0.3816,0.5676,0.839,0.0,60.70294,0.0,0.0,0.0,0.0,60.703
Angola,25998340,27487.79761,2013,Schist,['PZQ'],['PZQ'],{'PZQ': 'PZQ'},0.11,1,0.252,0.4,0.2943,0.874,0.3816,0.5676,0.839,0.0,0.0,7764.177,0.0,0.0,0.0,7764.177
Angola,25998340,741.12,2013,Whipworm,[],[],{},0.1732,1,0.5668,0.4,0.4718,0.874,0.3816,0.5676,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,25998340,"5,814.55",2013,Hookworm,[],[],{},0.1617,1,0.5668,0.4,0.2943,0.874,0.8018,0.7092,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,25998340,"9,094.41",2013,Roundworm,[],[],{},0.18969999999999998,1,0.5668,0.4,0.9999,0.874,0.9067,0.9359,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,25998340,6995.377847,2013,Onch,['IVM'],['IVM'],{'IVM': 'IVM'},0.0051,1,0.6553,0.4,0.2943,0.874,0.3816,0.5676,0.839,0.0,0.0,0.0,0.0,0.0,1.45256,1.453
Anguilla,13864,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,13864,0,2013,Schist,[],[],{},0.0,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,13864,0,2013,Whipworm,[],[],{},0,1,0.6507,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,13864,0,2013,Hookworm,[],[],{},0,1,0.6507,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,13864,0.00,2013,Roundworm,[],[],{},0.0,1,0.6507,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,13864,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,97824,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,97824,20.36703882,2013,Schist,[],[],{},0.03,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,97824,0,2013,Whipworm,[],[],{},0.0,1,0.6507,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,97824,0.000857115,2013,Hookworm,[],[],{},0.0,1,0.6507,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,97824,0.05,2013,Roundworm,[],[],{},0.0,1,0.6507,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,97824,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,42539925,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,42539925,0,2013,Schist,[],[],{},0.0,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,42539925,1.42,2013,Whipworm,[],[],{},0.0262,1,0.6507,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,42539925,734.8771957,2013,Hookworm,[],[],{},0.0363,1,0.6507,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,42539925,192.65,2013,Roundworm,[],[],{},0.08439999999999999,1,0.6507,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,42539925,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2893509,0.00,2013,LF,[],[],{},0.0,1,0.5262,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2893509,0,2013,Schist,[],[],{},0.0,1,0.3468,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2893509,0,2013,Whipworm,[],[],{},0.0015,1,1.0,0.5137,0.5976,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2893509,0.074911676,2013,Hookworm,[],[],{},0.0,1,1.0,0.5137,0.3715,0.906,0.7896,0.5013,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2893509,1.01,2013,Roundworm,[],[],{},0.0076,1,1.0,0.5137,0.9999,0.906,0.9216,0.9296,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2893509,0,2013,Onch,[],[],{},0.0,1,0.6296,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,103187,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,103187,0,2013,Schist,[],[],{},0.0,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,103187,0,2013,Whipworm,[],[],{},0,1,0.6507,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,103187,0,2013,Hookworm,[],[],{},0,1,0.6507,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,103187,0.00,2013,Roundworm,[],[],{},0.0,1,0.6507,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,103187,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,23117353,0.00,2013,LF,[],[],{},0.0,1,0.4036,0.657,0.3715,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,23117353,0,2013,Schist,[],[],{},0.0,1,0.626,0.657,0.3715,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,23117353,0,2013,Whipworm,[],[],{},0.0,1,0.3971,0.657,0.651,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,23117353,0,2013,Hookworm,[],[],{},0.0,1,0.3971,0.657,0.3715,0.949,0.6882,0.87,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,23117353,0.00,2013,Roundworm,[],[],{},0.0,1,0.3971,0.657,0.9999,0.949,0.9693,0.9305,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,23117353,0,2013,Onch,[],[],{},0.0,1,0.6296,0.657,0.3715,0.949,0.3572,0.4155,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,8479375,0.00,2013,LF,[],[],{},0.0,1,0.5262,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,8479375,0,2013,Schist,[],[],{},0.0,1,0.3468,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,8479375,0,2013,Whipworm,[],[],{},0.0,1,1.0,0.5137,0.5976,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,8479375,0,2013,Hookworm,[],[],{},0.0,1,1.0,0.5137,0.3715,0.906,0.7896,0.5013,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,8479375,0.00,2013,Roundworm,[],[],{},0.0,1,1.0,0.5137,0.9999,0.906,0.9216,0.9296,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,8479375,0,2013,Onch,[],[],{},0.0,1,0.6296,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,9416801,0.00,2013,LF,[],[],{},0.0,1,0.5262,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,9416801,0,2013,Schist,[],[],{},0.0,1,0.3468,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,9416801,0,2013,Whipworm,[],[],{},0.0007000000000000001,1,1.0,0.5137,0.5976,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,9416801,0.093179229,2013,Hookworm,[],[],{},0.0,1,1.0,0.5137,0.3715,0.906,0.7896,0.5013,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,9416801,20.40,2013,Roundworm,[],[],{},0.0333,1,1.0,0.5137,0.9999,0.906,0.9216,0.9296,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,9416801,0,2013,Onch,[],[],{},0.0,1,0.6296,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,377240,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,377240,0,2013,Schist,[],[],{},0.0,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,377240,0,2013,Whipworm,[],[],{},0.0,1,0.6507,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,377240,0.003578709,2013,Hookworm,[],[],{},0.0,1,0.6507,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,377240,0.13,2013,Roundworm,[],[],{},0.0,1,0.6507,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,377240,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1315411,0.00,2013,LF,[],[],{},0.0,1,0.4714,0.7935,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1315411,0,2013,Schist,[],[],{},0.0,1,0.5949,0.7935,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1315411,0,2013,Whipworm,[],[],{},0.0,1,0.521,0.7935,0.5976,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1315411,0.009702557,2013,Hookworm,[],[],{},0.0,1,0.521,0.7935,0.3715,0.906,0.9308,0.5013,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1315411,0.00,2013,Roundworm,[],[],{},0.0,1,0.521,0.7935,0.9999,0.906,0.955,0.9999,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1315411,0,2013,Onch,[],[],{},0.0,1,0.3122,0.7935,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,157571292,"23,375.96",2013,LF,['DEC+ALB'],['DEC_ALB'],{'DEC_ALB': 'DEC + ALB'},0.0024,1,0.1437,0.5832,0.14,0.949,0.4757,0.3787,0.7808,5.12952,0.0,0.0,0.0,0.0,0.0,5.13
Bangladesh,157571292,0.00,2013,Schist,[],[],{},0.0,1,0.7367,0.5832,0.14,0.949,0.4757,0.3787,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,157571292,"10,088.99",2013,Whipworm,['ALB'],['ALB'],{'ALB': 'ALB'},0.218,1,0.047400000000000005,0.5832,0.5976,0.949,0.4757,0.3787,0.7808,0.0,0.0,0.0,46.55237,0.0,0.0,46.552
Bangladesh,157571292,"34,090.78",2013,Hookworm,['ALB'],['ALB'],{'ALB': 'ALB'},0.19899999999999998,1,0.047400000000000005,0.5832,0.14,0.949,0.7857,0.3722,0.7808,0.0,0.0,0.0,231.85901,0.0,0.0,231.859
Bangladesh,157571292,"49,581.99",2013,Roundworm,['ALB'],['ALB'],{'ALB': 'ALB'},0.4082,1,0.047400000000000005,0.5832,0.9999,0.949,0.83,0.9999,0.7808,0.0,0.0,0.0,697.36465,0.0,0.0,697.365
Bangladesh,157571292,0,2013,Onch,[],[],{},0.0,1,0.6296,0.5832,0.14,0.949,0.4757,0.3787,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,282509,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,282509,0,2013,Schist,[],[],{},0.0,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,282509,0,2013,Whipworm,[],[],{},0.0,1,0.6507,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,282509,0.00210031,2013,Hookworm,[],[],{},0.0,1,0.6507,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,282509,0.00,2013,Roundworm,[],[],{},0.0,1,0.6507,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,282509,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9465997,0.00,2013,LF,[],[],{},0.0,1,0.5262,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9465997,0,2013,Schist,[],[],{},0.0,1,0.3468,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9465997,0,2013,Whipworm,[],[],{},0.0,1,1.0,0.5137,0.5976,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9465997,0,2013,Hookworm,[],[],{},0.0,1,1.0,0.5137,0.3715,0.906,0.7896,0.5013,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9465997,0.00,2013,Roundworm,[],[],{},0.0,1,1.0,0.5137,0.9999,0.906,0.9216,0.9296,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9465997,0,2013,Onch,[],[],{},0.0,1,0.6296,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,11182817,0.00,2013,LF,[],[],{},0.0,1,0.5262,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,11182817,0,2013,Schist,[],[],{},0.0,1,0.3468,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,11182817,0,2013,Whipworm,[],[],{},0.0,1,1.0,0.5137,0.5976,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,11182817,0,2013,Hookworm,[],[],{},0.0,1,1.0,0.5137,0.3715,0.906,0.7896,0.5013,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,11182817,0.00,2013,Roundworm,[],[],{},0.0,1,1.0,0.5137,0.9999,0.906,0.9216,0.9296,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,11182817,0,2013,Onch,[],[],{},0.0,1,0.6296,0.5137,0.3715,0.906,0.3933,0.5018,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,344181,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,344181,0,2013,Schist,[],[],{},0.0,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,344181,0.070961636,2013,Whipworm,[],[],{},0.009000000000000001,1,1.0,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,344181,5.223254125,2013,Hookworm,[],[],{},0.0037,1,1.0,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,344181,9.80,2013,Roundworm,[],[],{},0.0,1,1.0,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,344181,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,10004451,"6,871.90",2013,LF,['IVM+ALB'],['IVM_ALB'],{'IVM_ALB': 'IVM + ALB'},0.011699999999999999,1,0.30820000000000003,0.4,0.2943,0.874,0.3816,0.5676,0.839,0.0,8.02105,0.0,0.0,0.0,0.0,8.021
Benin,10004451,37324.87617,2013,Schist,['PZQ'],['PZQ'],{'PZQ': 'PZQ'},0.39,1,0.051399999999999994,0.4,0.2943,0.874,0.3816,0.5676,0.839,0.0,0.0,1755.637,0.0,0.0,0.0,1755.637
Benin,10004451,0.479917747,2013,Whipworm,[],[],{},0.028300000000000002,1,0.1333,0.4,0.4718,0.874,0.3816,0.5676,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,10004451,702.2019858,2013,Hookworm,[],[],{},0.0564,1,0.1333,0.4,0.2943,0.874,0.8018,0.7092,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,10004451,"2,850.96",2013,Roundworm,[],[],{},0.1023,1,0.1333,0.4,0.9999,0.874,0.9067,0.9359,0.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,10004451,452.3884753,2013,Onch,['IVM'],['IVM'],{'IVM': 'IVM'},0.0005,1,0.8066,0.4,0.2943,0.874,0.3816,0.5676,0.839,0.0,0.0,0.0,0.0,0.0,0.01579,0.016
Bermuda,65001,0.00,2013,LF,[],[],{},0.0,1,0.2288,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,65001,0,2013,Schist,[],[],{},0.0,1,0.3944,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,65001,0,2013,Whipworm,[],[],{},0.0,1,0.6507,0.3465,0.796,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,65001,0.000833543,2013,Hookworm,[],[],{},0.0,1,0.6507,0.3465,0.7575,0.867,0.869,0.172,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,65001,0.00,2013,Roundworm,[],[],{},0.0,1,0.6507,0.3465,0.9999,0.867,0.9862,0.769,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,65001,0,2013,Onch,[],[],{},0.0,1,0.349,0.3465,0.7575,0.867,0.3945,0.6,0.3734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,764961,0.00,2013,LF,[],[],{},0.0,1,0.3975,0.5832,0.14,0.949,0.4757,0.3787,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,764961,0,2013,Schist,[],[],{},0.0,1,0.7367,0.5832,0.14,0.949,0.4757,0.3787,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,764961,0.274605302,2013,Whipworm,[],[],{},0.0537,1,0.4403,0.5832,0.5976,0.949,0.4757,0.3787,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,764961,8.375458077,2013,Hookworm,[],[],{},0.0113,1,0.4403,0.5832,0.14,0.949,0.7857,0.3722,0.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
