Country,Population,DALY,Year,strain,avail_drug_list,avail_drug_col_list,drug_mapping,strain_prevalence,strain_pct,strain_treat_covg_pct,AZM,Impact_AZM,Total_impact
Guinea,12091533.0,465.5546747,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3531049.0,1,0.9146,0.953,3160.060243,3160.060243
Guinea-Bissau,1770526.0,30.76638645,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},407686.0,1,0.8532,0.8583,84.19074248,84.19074248
Guyana,768514.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Haiti,10711061.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Honduras,8960829.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Hungary,9843028.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Iceland,330815.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
India,1309053980.0,62849.77,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.4475,0.7895,34341.42577,34341.42577
Indonesia,258162113.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Iran,79360487.0,327.6622073,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Iraq,36115649.0,288.6313967,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.1157,0.6853,0.0,0.0
Ireland,4676835.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Israel,8380100.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Italy,60730582.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Jamaica,2871934.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.0412,0.7895,0.0,0.0
Japan,127141000.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Jordan,9159302.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Kazakhstan,17544126.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Kenya,47236259.0,294.720878,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},3325855.0,1,0.1191,0.8583,33.54535466,33.54535466
Kiribati,112407.0,2.175807311,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},120007.0,1,0.7283,0.7895,2.944100667,2.944100667
Kuwait,3935794.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Kyrgyzstan,5956900.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Lao People's Democratic Republic,6663967.0,90.26098339,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},0.0,1,0.3122,0.7895,0.0,0.0
Latvia,1977527.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Lebanon,5851479.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Lesotho,2174645.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Liberia,4499621.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Libya,6234955.0,26.74029727,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.1157,0.6853,0.0,0.0
Lithuania,2904910.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Luxembourg,569604.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Madagascar,24234088.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
Malawi,17573607.0,60.41868035,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},1357904.0,1,0.8957999999999999,0.8583,200.9763194,200.9763194
Malaysia,30723155.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Maldives,409163.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.7895,0.0,0.0
Mali,17467905.0,985.4459861,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},63394900.0,1,0.3836,0.8583,483.7144223,483.7144223
Malta,431874.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.4475,0.8957999999999999,0.0,0.0
Marshall Islands,52994.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3122,0.7895,0.0,0.0
Mauritania,4182341.0,51.98243252,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},337405.0,1,0.3836,0.8583,25.51601272,25.51601272
Mauritius,1262605.0,0.0,2010,Trachoma,['AZM'],['AZM'],{'AZM': 'AZM'},,1,0.3836,0.8583,0.0,0.0
